rep_id,member_id,cluster_size
CDJ79904.1|influenza_M2|SRC:NCBI,CDJ79904.1|influenza_M2|SRC:NCBI,1
QWU05474.1|influenza_M2|SRC:NCBI,QWU05474.1|influenza_M2|SRC:NCBI,1
ANE25008.1|influenza_M2|SRC:NCBI,ANE25008.1|influenza_M2|SRC:NCBI,5
ANE25008.1|influenza_M2|SRC:NCBI,ANE24555.1|influenza_M2|SRC:NCBI,5
ANE25008.1|influenza_M2|SRC:NCBI,AHG26958.1|influenza_M2|SRC:NCBI,5
ANE25008.1|influenza_M2|SRC:NCBI,AGI64808.1|influenza_M2|SRC:NCBI,5
ANE25008.1|influenza_M2|SRC:NCBI,AET21912.1|influenza_M2|SRC:NCBI,5
WVN97311.1|influenza_M2|SRC:NCBI,WVN97311.1|influenza_M2|SRC:NCBI,1
WLC96964.1|influenza_M2|SRC:NCBI,WLC96964.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,APO39601.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ANM91179.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ALH33734.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ALH33712.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ALH29890.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ALH25138.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,AGI55540.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,APC57915.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,APC57895.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,APC57885.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,APC57875.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ACT21589.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,AJW32104.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,AHI97250.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,AHI97242.1|influenza_M2|SRC:NCBI,17
WLC96964.1|influenza_M2|SRC:NCBI,ACR46677.1|influenza_M2|SRC:NCBI,17
APC57905.1|influenza_M2|SRC:NCBI,APC57905.1|influenza_M2|SRC:NCBI,1
AML42423.1|influenza_M2|SRC:NCBI,YAJ54582.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC04790.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC04702.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC04680.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC04526.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03970.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03769.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03663.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03643.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03596.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03427.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03383.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03105.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC03080.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02787.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02565.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02210.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02179.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02110.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02087.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02065.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02045.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC02014.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC01996.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC01879.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,YAC01787.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZX82718.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZX82611.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS50443.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS50399.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS50234.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS50158.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS50114.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS43160.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS43116.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS42147.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS42092.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41839.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41674.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41564.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41553.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41498.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41278.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41201.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41190.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41081.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41051.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZS41033.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZG23641.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XZG23197.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XYC72430.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XYC72386.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XYC72210.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XYC72120.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XXP28042.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XXP28010.1|influenza_M2|SRC:NCBI,812
AML42423.1|influenza_M2|SRC:NCBI,XXP27142.1|influenza_M2|SRC:NCBI,812
